"","internal_id","pieces","date"
"495",11593," sunday      april . sunday i received  letters  from    . our cow   got choacked again with a peace of beet      april ,  ",1888-04-02
"496",11593," monday       i signed  recommends i received  letters   i wrote  public letters i spent the day in council  i spent the night at the     ",1888-04-02
"497",11646,"july ,  ",1888-07-27
"498",11646," friday      july ,     i spent the   day about the  choreing signed  recommends received  letters      july ,  ",1888-07-27
"499",11646," saturday       i spent most of the day at the  we went   up to  in the evening the place kept by   we spent the night  miles      july ,  ",1888-07-29
"500",11646," sunday       sunday i spent the day in       july ,  ",1888-07-30
"501",11646," monday       monday i rode up  and fished   down i caught  trout &amp; had  bite i did not   katch i was weary  m      july ,  ",1888-07-31
"502",11646," tuesday      , i spent  partner wrote him a vary  insulting letter which was vary unbecoming a saint or   a man of business      august ,  ",1888-08-01
"503",11646," wednesday      aug , i spent the day in       august ,  ",1888-08-02
"504",11646," thursday       i helped  pitch  tents we worked untill  {o'clock}   we then returned to the farm on farmers ward  m      august ,  ",1888-08-03
"505",11646," friday       i had an interview with  he is still in trouble  with his wife  she is nearly crazy and she treats   him in such a manner that he is nearly starving    got him some dinner bishop  &amp; cummings   called upon me upon the subject      august ,  ",1888-08-04
"506",11646," saturday       i spent most of the day at work in the garden    came near being killed to day he was riding a strange   horse he run into a buggy and fell throwing owen   many feet over his head and broake every spoke out  of the off hind wheel it did not hurt the horse but it hurt owen      august ,  ",1888-08-05
"507",11646," sunday       sunday i spent the day reading, i received  letters   called upon me and called   upon     ",1888-08-05
"508",11715,NA,1888-08-05
"509",11719," may ,    we met at  oclok to dedicate the   the hymn was sung the morning breaks the shadows flee  then president wilford woodruff kneeled upon the altar and   offered up the dedicatory prayer which can be found   published in the deseret news of may  after   which remarks were made by wilford woodruff,     we then dismised  i felt to thank god that i had lived on the earth to   once more have the privilege of dedicating another temple   in the  unto the most high god and   i pray god my eternal father that he will protect the   manti temple and all other temples we have buuilt in these  unto his holy name that they may never go into the hands   of the gentiles our enemies to be defiled by them [[arthur winter|arthur   winters]] reported our remarks made after the offering   up the prayer. after this meeting we held a council below     . i wrote  letters to sarah mary  and newton. i was informed that  the receiver   had made a demand for the   tithing office &amp; all church property in  i went   to bed at . &amp; slept untill morning      may ,  ",1888-05-17
"510",11719," friday          apart to preside over the  set apart    to be his assistant. after considerable conversation   we bid ade to all in the temple. before leaving i consecrated   upon the altar the seers stone that  found by  revelation some  feet under the earth carried by him through life    ",1888-05-17
"511",11760,"nation, and the devil stirs them   up to defy my power and to make  war upon my saints. therefore,  let mine apostles and mine elders  who are faithful obey my com-  mandments which are already   written for their profit and  guidance.      thus saith the lord unto   my servant , and my   servant wilford woodruff, and   my servant , and to  all the residue of mine apostles,  have you not gone forth in my  name without purse or scrip  and declared the gospel of life  and salvation unto this nation  and the nations of the earth,  and warned them of the judg-  ments which are to come, as you  have been moved upon by the  power of the  and the  inspiration of the lord? you  have done this year by year   for a whole generation, as men  count time. therefore, your   garments are clean of the blood    ",1888-05-17
"512",11771,"feb ,    lectured upon the customs of the holy land jerrusalem  and the country it was vary interesting      february ,  ",1897-02-07
"513",11771," monday       i spent the day in the office we held meetings with   rail road company and telegraph company brother &amp; sister   neagley called upon us at our home i took them with   my family to the  to listen to another lecture of mrs    on jerrusalem her lectures are the  most interesting of any i attended on the holy land   and upon all that was spoken by the savior      february ,  ",1897-02-09
"514",11771," tuesday      , i spent the day in the office i met with several meeting      february ,  ",1897-02-10
"515",11771," wednesday       we were visited at the office by a large company   of eminent men and women among the number was  mr justice  ex congressman    &amp;  also a large company they seemed much   pleased with there visit the post master general was   furnished with my likeness &amp; signiture  we met with the church board of education and   attended to a good deal of business. i received a   box of small fish from       february ,  ",1897-02-11
"516",11771," thursday       i met with the ogden power company an  important meeting  called to go to  see  we had quite a storm during the night      february ,  ",1897-02-12
"517",11771," friday       i met with the brethren on the power company to   day and talked the matter over i received several com-  munications on various branches of business      february ,  ",1897-02-13
"518",11771," saturday       i spent the day at home resting    ",1897-02-13
"519",11851,"january ,  ",1896-01-20
"520",11851," monday      jan ,   i went to the office found trouble in our political  affairs. col  is trying to break up the doings of   the corcus  and he wants to get elected       &amp; wrote a note   myself      january ,  ",1896-01-20
"521",11851," tuesday       i spent the day in the office i met with the power    and wrote  him one in return. we organized a sindicate      january ,  ",1896-01-22
"522",11851," wednesday       i met with the sendicate and made arangements to run the   sterling mines      january ,  ",1896-01-23
"523",11851," thursday       i went to the  and met with the apostles and the   subject of  was discussed   went east with two of his daughter   who were going to qualify themselves to teach kindergargten      january ,  ",1896-01-24
"524",11851," friday      .  to attend a meeting i spent  in the office. i met with bishop  concerning   the college lands in . the land was sold to the  brethren in booming days and sold to high &amp; now they   cannot pay for them i received a letter from     born jan  /      january ,  ",1896-01-25
"525",11851," saturday       i met with the power company at the office to attend   to the business of the company we had to reorganize  under the laws of the state      january ,  ",1896-01-26
"526",11851," sunday       sunday i spent the day at home reading      january ,  ",1896-01-27
"527",11851," monday      . mr mor  called upon us and gave a history   of his life mr crittonton will lecture in the assembly hall   upon making homes for fallen women i wrote  a letter   upon the subject of my dealing with him upon money matters    ",1896-01-27
"528",11946,"august ,  ",1894-08-07
"529",11946," tuesday      aug ,    in company with    i rode to  held two meeting  and returned to ogden &amp;   mile   miles by rail &amp;  by carriage was quite weery   at night received  letters from       august ,  ",1894-08-07
"530",11946," wednesday       i met with col  for  hours he  give me an account of the great labor he and gen    bill through congress   and to get it signed by the president {it cost the republicans three hundred and thirty   thousand dollars to get that bill passed} it has been   a great labor to get utah admitted into the   union. we commenced to organize the utah company  to day i am worked altogether to hard i dont sleep   nights and am weary by day as trustee in trust  and the presidency of the church we have taken  such a load upon us it is difficult to carry it      august ,  ",1894-08-09
"531",11946," thursday      th  to day. i met with [[hiram bradley clawson|h b   clawson]] {he spoke of a personal property claimed by heirs}   there is a vary heavy load resting upon us in church   affairs our debts are vary heavy      august ,  ",1894-08-10
"532",11946," friday       we administered to sister  who was  blind according to her request    anointed her  was mouth we met   with  company  i was quite unwell during the day  i signed  to day a note on grant livery stable dues of  $, payable in two years at  per ct    ",1894-08-10
"533",11962,"ice bergs, from very large ones down to   small ones. the sea was covered in   this way a far as the eye could see.   we stayed three hours at the glacier. the  young people went on shore, and climbed  on top of the glacier. most of us stayed   on board. the body of ice measured   feet high, and  feet under water. there   were huge bodies of the glacier contin-  ually breaking off, it is said that   from  to  tons sometimes break  off at once. it is supposed that this   has been going on for thousands  of years, and yet it appears to make no   difference to the glacier. it is from these  glaciers that the ice bergs come that  fill the ocean. we started back. i   felt that i had seen in the wonderful   glacier one of the finest sights of my   life.      july ,  ",1895-07-19
"534",11962," friday      th we arrived at the takoo glaciers   at :. here also we saw most   beautiful scenery in ice. we stopped   for several hours at . quite a   number of steerage passengers came on   board at juno.    ",1895-07-19
"535",12000,"    sunday may th   prest woodruff  ordained franklin marion barrell aged   yrs. a deacon.  he is the son of chas.  morrell.  may th  he notes in his jour-  nal that bro. heber j. grant was taken  to the hospital for a operation for  appendicitis, and that he prayed earnestly  for his recovery.  upon bro. grant's  recovery prest. woodruff kindly  ordered a carriage to carry bro.  grant to his home, that showing  his kindly interest in his affected  brother and co-laborer.    june --anniversary of bp. hunter's  birthday old folks day at saltair, con-  cert in the tabernacle in the even-  ing, for which prest. woodruff wrote  a speech which was read by bro.  david mc'kenzie.  prest w. spoke  a few words at the close.    june th  - prest woodruff sealed  to his son abraham owen miss helen  winters.  sister to mrs augusta grant  in the evening bro. grant gave them  a reception at his home but prest.  woodruff was unable to attend.  ",1895-07-19
"536",12124,NA,1895-07-19
